company_id,scoring_month,Quick Ratio,ROA(B) before interest and depreciation after tax,Borrowing dependency,Research and development expense rate,Quick Assets/Current Liability
TW-01244,2026-09,0.0059483185628712,0.552277959205525,0.377513794977666,0.0,0.0061664765698344
TW-06303,2026-09,0.005093657164745,0.530649392365758,0.37406924441323,543000000.0,0.0055120393410389
TW-04712,2026-09,0.0068429057489391,0.609561539696986,0.372163557997061,2780000000.0,0.0069586537964541
TW-03273,2026-09,0.0219997329962931,0.709245676963435,0.370532988281818,0.000250263634232,0.0223978791899118
TW-06430,2026-09,0.0372663561604867,0.495422667166336,0.36963718146295,0.00096794638993,0.0388643298206153
TW-03255,2026-09,0.0048172958513363,0.49927726323679,0.378954243395522,0.0001331117294694,0.0050312462279892
TW-03758,2026-09,0.0037767300031067,0.510626907222014,0.378294410657529,0.0001757278571439,0.004148448117693
TW-06037,2026-09,0.0046444920504013,0.511858236522298,0.378604196536214,2750000000.0,0.0069593862163658
TW-00985,2026-09,0.0157020637889323,0.604047325873976,0.37019076994652,815000000.0,0.0156584796650038
TW-05371,2026-09,0.0058347796034121,0.54446169495155,0.378652286040847,3580000000.0,0.0063144468553969
TW-00777,2026-09,0.0067848885883364,0.480646715562932,0.36963718146295,0.0,0.007254524574083
TW-02108,2026-09,0.0005639517546759,0.52765137319985,0.377087699599403,0.0,0.000732093206241
TW-06357,2026-09,0.0061947355353237,0.528186733765191,0.388757792177291,0.0,0.0067231150912541
TW-03821,2026-09,0.0014647773451097,0.585523850313186,0.370691795483165,0.0,0.0032150009745609
TW-00259,2026-09,0.0051279683887574,0.536163606188768,0.375122740072872,0.0,0.0051479646443999
TW-02196,2026-09,0.0216310432982693,0.563038706568874,0.36963718146295,0.0,0.0223675179646363
TW-02772,2026-09,0.0037037406720258,0.506772311151561,0.373642030674394,2170000000.0,0.0036156569844457
TW-05511,2026-09,0.0024410876283707,0.531291825044167,0.374823019439343,6280000000.0,0.0030346800308753
TW-03177,2026-09,0.0082041255815752,0.548369827078537,0.36963718146295,0.0001872732622509,0.0087640783251395
TW-01518,2026-09,0.0150638750223023,0.565554901225976,0.369710993260759,0.000263337107662,0.016905286428299
TW-03143,2026-09,0.0177183160799863,0.588414797366026,0.36963718146295,0.0002090057895113,0.0182871348715302
TW-00754,2026-09,0.0063438333996683,0.623213234113175,0.372890492369426,5640000000.0,0.0080787919654892
TW-05940,2026-09,0.0150202061917411,0.513303710048718,0.36963718146295,7860000000.0,0.0156421546817404
TW-01419,2026-09,0.0146259390358172,0.42454092831522,0.370284712234641,0.0017109271656421,0.0152105209477631
TW-01319,2026-09,0.0038466001320046,0.617538412120563,0.372784248115003,221000000.0,0.0045417230566822
TW-05370,2026-09,0.0189990604963025,0.522297767546443,0.370709689252331,222000000.0,0.0196913230860491
TW-06250,2026-09,0.001872145150202,0.46945767974731,0.377195062214399,5640000000.0,0.0021178431658047
TW-05817,2026-09,0.0084380657452959,0.442261363027999,0.37194883276707,1440000000.0,0.0107025840889864
TW-01841,2026-09,0.0125535411054702,0.442368435141068,0.373130939892593,0.0001655407349906,0.0127215012133659
TW-05423,2026-09,0.0037212082042503,0.561593233042454,0.376253402612043,1680000000.0,0.004212385910811
TW-02981,2026-09,0.00375052870477,0.550993093848707,0.375149580726621,8270000000.0,0.0038222103995336
TW-05140,2026-09,0.0072995569485219,0.537341399432518,0.376009600007158,7390000000.0,0.007609382560997
TW-03115,2026-09,0.0140738402494364,0.656619733390438,0.372153492751905,2040000000.0,0.014542850133358
TW-00413,2026-09,0.0047748747016483,0.50623695058622,0.369907824721584,0.0,0.0051110090755418
TW-02834,2026-09,0.0080762382920746,0.588843085818299,0.386271676623804,0.0,0.0108264831867239
TW-03472,2026-09,0.0298495172098861,0.694898013812303,0.36963718146295,0.0001414312125612,0.0300730496581747
TW-02199,2026-09,0.0178437080077406,0.508699609186787,0.369670732280136,0.0,0.0180166021091776
TW-00251,2026-09,0.0035926970743131,0.502757106911505,0.376113607540434,917000000.0,0.0036158537676635
TW-05740,2026-09,0.008202877900702,0.593125970341025,0.373261788079618,4620000000.0,0.0081896309006661
TW-03732,2026-09,0.031872007905306,0.623159698056641,0.36963718146295,0.0003253087674278,0.0326987703745068
TW-03287,2026-09,0.0143264956262547,0.573049949140746,0.370512857791506,8680000000.0,0.0159568690294776
TW-04356,2026-09,0.0090856121184747,0.521119974302693,0.372331312082991,0.0001254713878544,0.0092462317749492
TW-06083,2026-09,0.0120401204261579,0.495904491675143,0.372178096684508,0.0003708112463791,0.0125467636744996
TW-06441,2026-09,0.0065334808923912,0.501472241554687,0.377236441555595,2900000000.0,0.0071079217443918
TW-00135,2026-09,0.0112528337951832,0.528079661652123,0.372925161547185,1320000000.0,0.0141803494591268
TW-01110,2026-09,0.0144949325441336,0.536163606188768,0.36963718146295,1580000000.0,0.0147772838351829
TW-02785,2026-09,0.001734276413716,0.591948177097275,0.380772697687007,0.0,0.0041337724784077
TW-04054,2026-09,0.0295544406833798,0.575566143797848,0.36963718146295,0.0003322699675659,0.0301834393655732
TW-03934,2026-09,0.0063887499111027,0.53894748112854,0.37512945023631,4070000000.0,0.0066515097906393
TW-01065,2026-09,0.0040368714651641,0.553455752449275,0.380938215051791,1900000000.0,0.0042789716951286
TW-06100,2026-09,0.0117257048461173,0.57743990577654,0.369709874900186,2680000000.0,0.0119030731029883
TW-02647,2026-09,0.0013786873648605,0.526580652069169,0.376458062596878,0.0,0.0014464750992793
TW-02499,2026-09,0.0001466025025982,0.619572782268858,0.371236437082153,0.0,0.0001667547813975
TW-01606,2026-09,0.0180870057780101,0.566518550243589,0.36963718146295,255000000.0,0.019241236185043
TW-01215,2026-09,0.0024916187037344,0.505166229455538,0.382096836605284,323000000.0,0.0025140304826916
TW-04180,2026-09,0.0174076435425653,0.588789549761765,0.370994871198413,0.0001767465693592,0.0177297526119973
